"""Munic¡pio"";""Quantidade aprovada"";""Valor aprovado"""
"""430840 FORMIGUEIRO"";4373;262653,59"
"""430845 FORTALEZA DOS VALOS"";1103;83674,16"
"""430850 FREDERICO WESTPHALEN"";316590;18016680,47"
"""430860 GARIBALDI"";419048;20861073,53"
"""430870 GAURAMA"";14647;555402,43"
"""430890 GETULIO VARGAS"";136870;6188184,26"
"""430900 GIRUA"";162328;4414593,01"
"""430910 GRAMADO"";319621;21527644,13"
"""430920 GRAVATAI"";1935947;60076737,09"
"""430925 GUABIJU"";1407;78608,81"
"""430930 GUAIBA"";436091;16050760,92"
"""430940 GUAPORE"";172200;4875229,92"
"""430950 GUARANI DAS MISSOES"";71248;2189455,30"
"""430960 HORIZONTINA"";73209;4152979,07"
"""430970 HUMAITA"";5669;401659,15"
"""431000 IBIRUBA"";62103;2470321,43"
"""431010 IGREJINHA"";191565;21286527,95"
"""431020 IJUI"";2416752;203312984,39"
"""431030 ILOPOLIS"";9312;888712,64"
"""431050 IRAI"";51470;2981269,12"
"""431060 ITAQUI"";186241;8582152,59"
"""431075 IVORA"";7829;297644,87"
"""431080 IVOTI"";144106;3463287,57"
"""431085 JABOTICABA"";105247;1622201,19"
"""431100 JAGUARAO"";122633;5497698,44"
"""431110 JAGUARI"";159612;2513334,40"
"""431112 JAQUIRANA"";4811;165464,98"
"""431120 JULIO DE CASTILHOS"";65663;1952503,12"
"""431130 LAGOA VERMELHA"";204658;6052424,97"
"""431140 LAJEADO"";1887872;119899754,14"
"""431150 LAVRAS DO SUL"";12710;314256,08"
"""431180 MARAU"";115721;7715193,39"
"""431190 MARCELINO RAMOS"";109424;1824350,85"
"""431205 MARQUES DE SOUZA"";65089;1889003,40"
"""431210 MATA"";5540;361519,44"
"""431220 MAXIMILIANO DE ALMEIDA"";30993;1176232,57"
"""431240 MONTENEGRO"";1439776;37133960,48"
"""431250 MOSTARDAS"";1928;391766,43"
"""431260 MUCUM"";116053;1196527,17"
"""431265 NAO-ME-TOQUE"";60636;3062222,88"
"""431270 NONOAI"";205300;8187893,51"
"""431290 NOVA BASSANO"";64739;1812080,10"
"""431300 NOVA BRESCIA"";53591;1136202,64"
"""431310 NOVA PALMA"";60929;2892129,89"
"""431320 NOVA PETROPOLIS"";141823;4253388,38"
"""431330 NOVA PRATA"";182292;7184035,05"
"""431340 NOVO HAMBURGO"";3090570;171370159,35"
"""431350 OSORIO"";526746;31107658,87"
"""431360 PAIM FILHO"";37815;1931402,83"
"""431365 PALMARES DO SUL"";41990;909373,20"
"""431370 PALMEIRA DAS MISSOES"";290523;19481473,00"
"""431380 PALMITINHO"";105614;4397981,73"
"""431390 PANAMBI"";114437;9000284,48"
"""431400 PARAI"";23831;1096748,62"
"""431402 PARAISO DO SUL"";11247;1033878,34"
"""431405 PAROBE"";604768;43686192,37"
"""431410 PASSO FUNDO"";15469092;587631105,37"
"""431420 PEDRO OSORIO"";86991;1238600,15"
"""431430 PEJUCARA"";4181;168268,45"
"""431440 PELOTAS"";4253006;307168366,75"
"""431447 PINHAL GRANDE"";7295;329219,78"
"""431450 PINHEIRO MACHADO"";23694;745504,62"
"""431460 PIRATINI"";188650;4652100,92"
"""431470 PLANALTO"";72215;1943116,97"
"""431480 PORTAO"";144615;8012037,03"
"""431490 PORTO ALEGRE"";53094587;2564741006,49"
"""431500 PORTO LUCENA"";28166;916193,80"
"""431510 PORTO XAVIER"";54528;2044359,15"
"""431515 PROGRESSO"";71864;2267501,18"
"""431520 PUTINGA"";11027;287805,00"
"""431530 QUARAI"";109307;6081109,01"
"""431535 QUINZE DE NOVEMBRO"";16014;688488,32"
"""431550 RESTINGA SECA"";58611;1727300,70"
"""431560 RIO GRANDE"";2688806;152299739,35"
"""431570 RIO PARDO"";286430;11893152,65"
"""431575 RIOZINHO"";12469;398116,25"
"""431580 ROCA SALES"";17721;875005,40"
"""431590 RODEIO BONITO"";122849;9492911,29"
"""431600 ROLANTE"";94505;4514092,31"
"""431610 RONDA ALTA"";200072;8554350,55"
"""431620 RONDINHA"";10090;1042299,59"
"""431630 ROQUE GONZALES"";14616;652844,77"
"""431640 ROSARIO DO SUL"";315494;19614898,18"
"""431643 SALDANHA MARINHO"";2967;108023,08"
"""431645 SALTO DO JACUI"";29210;1347010,95"
"""431650 SALVADOR DO SUL"";5576;440509,13"
"""431660 SANANDUVA"";381401;6871775,78"
"""431670 SANTA BARBARA DO SUL"";51381;2626874,76"
"""431680 SANTA CRUZ DO SUL"";2012718;147733171,79"
"""431690 SANTA MARIA"";3018615;236875169,19"
"""431710 SANT'ANA DO LIVRAMENTO"";622389;30309274,80"
"""431720 SANTA ROSA"";1493544;104894568,65"
"""431730 SANTA VITORIA DO PALMAR"";91464;5039133,78"
"""431740 SANTIAGO"";599479;33826017,51"
"""431750 SANTO ANGELO"";1208913;76372714,30"
"""431760 SANTO ANTONIO DA PATRULHA"";202524;9847586,33"
"""431780 SANTO AUGUSTO"";191417;8649899,00"
"""431790 SANTO CRISTO"";117040;4610573,64"
"""431800 SAO BORJA"";782438;37616174,04"
"""431810 SAO FRANCISCO DE ASSIS"";177345;3047948,92"
"""431820 SAO FRANCISCO DE PAULA"";62814;3773653,83"
"""431830 SAO GABRIEL"";716750;44453866,22"
"""431840 SAO JERONIMO"";1388788;31680385,68"
"""431843 SAO JOAO DO POLESINE"";121671;1700918,51"
"""431850 SAO JOSE DO NORTE"";243119;2101911,63"
"""431860 SAO JOSE DO OURO"";102952;4264086,27"
"""431870 SAO LEOPOLDO"";2335525;93801101,91"
"""431880 SAO LOURENCO DO SUL"";362663;10858401,33"
"""431890 SAO LUIZ GONZAGA"";421387;17730335,12"
"""431900 SAO MARCOS"";93538;3429796,19"
"""431910 SAO MARTINHO"";28447;691632,28"
"""431915 SAO MIGUEL DAS MISSOES"";56121;1844753,92"
"""431930 SAO PAULO DAS MISSOES"";52298;1314618,88"
"""431940 SAO PEDRO DO SUL"";135603;1986958,55"
"""431950 SAO SEBASTIAO DO CAI"";124047;5377453,52"
"""431960 SAO SEPE"";173803;5817551,74"
"""431980 SAO VICENTE DO SUL"";10683;645933,95"
"""431990 SAPIRANGA"";858368;42753512,89"
"""432000 SAPUCAIA DO SUL"";1668732;63550633,86"
"""432010 SARANDI"";161645;8212843,38"
"""432020 SEBERI"";84519;4860949,88"
"""432026 SEGREDO"";16124;1208392,84"
"""432030 SELBACH"";7019;513910,42"
"""432040 SERAFINA CORREA"";61706;2071716,44"
"""432045 SERIO"";720;48573,88"
"""432050 SERTAO"";106600;1381078,62"
"""432060 SEVERIANO DE ALMEIDA"";12184;689438,71"
"""432067 SINIMBU"";53673;1470011,02"
"""432070 SOBRADINHO"";69646;2764427,55"
"""432080 SOLEDADE"";279433;13716534,93"
"""432090 TAPEJARA"";163530;8518455,06"
"""432100 TAPERA"";52542;1925306,57"
"""432110 TAPES"";16123;347855,82"
"""432120 TAQUARA"";581234;43099634,80"
"""432130 TAQUARI"";104982;8889025,47"
"""432140 TENENTE PORTELA"";670211;41899033,41"
"""432145 TEUTONIA"";279897;12680933,58"
"""432150 TORRES"";996964;29652234,42"
"""432160 TRAMANDAI"";1535072;60004267,40"
"""432170 TRES COROAS"";167282;3222535,41"
"""432180 TRES DE MAIO"";285288;14568487,07"
"""432190 TRES PASSOS"";487281;25590170,18"
"""432195 TRINDADE DO SUL"";29828;1839411,75"
"""432200 TRIUNFO"";113161;2193518,82"
"""432210 TUCUNDUVA"";42686;1800630,23"
"""432220 TUPANCIRETA"";104710;3059891,20"
"""432230 TUPARENDI"";14024;1687241,17"
"""432240 URUGUAIANA"";922897;50222522,94"
"""432250 VACARIA"";776542;35773738,63"
"""432253 VALE DO SOL"";47826;1715058,99"
"""432260 VENANCIO AIRES"";731074;33682616,41"
"""432270 VERA CRUZ"";134012;2224698,71"
"""432280 VERANOPOLIS"";234307;9027332,87"
"""432290 VIADUTOS"";23815;486361,44"
"""432300 VIAMAO"";1831133;49131090,46"
"""432380 XANGRI-LA"";101;283366,52"
"""500020 AGUA CLARA"";34747;1080819,40"
"""500060 AMAMBAI"";69892;5720950,59"
"""500070 ANASTACIO"";65656;2129912,12"
"""500080 ANAURILANDIA"";20492;618099,35"
"""500085 ANGELICA"";10768;872124,01"
"""500090 ANTONIO JOAO"";22944;697079,82"
"""500100 APARECIDA DO TABOADO"";147257;4420692,88"
"""500110 AQUIDAUANA"";401064;22351393,15"
"""500124 ARAL MOREIRA"";10606;597821,13"
"""500150 BANDEIRANTES"";1113;120276,84"
"""500190 BATAGUASSU"";52055;3356817,59"
"""500210 BELA VISTA"";62928;3024396,65"
"""500215 BODOQUENA"";14453;487752,42"
"""500220 BONITO"";72827;3215916,41"
"""500230 BRASILANDIA"";41827;1372229,98"
"""500240 CAARAPO"";106570;3100083,30"
"""500260 CAMAPUA"";15829;595972,79"
"""500270 CAMPO GRANDE"";17012002;1087916291,73"
"""500280 CARACOL"";5633;357356,01"
"""500290 CASSILANDIA"";39180;2775131,22"
"""500295 CHAPADAO DO SUL"";65731;7397268,01"
"""500315 CORONEL SAPUCAIA"";26779;1111400,60"
"""500320 CORUMBA"";836362;42031432,68"
"""500325 COSTA RICA"";232939;12215728,29"
"""500330 COXIM"";322420;15158488,55"
"""500345 DEODAPOLIS"";7025;518323,24"
"""500348 DOIS IRMAOS DO BURITI"";26689;671251,41"
"""500370 DOURADOS"";3918061;250592649,14"
"""500375 ELDORADO"";21262;734882,94"
"""500380 FATIMA DO SUL"";206960;5921397,70"
"""500400 GLORIA DE DOURADOS"";23091;1113208,11"
"""500410 GUIA LOPES DA LAGUNA"";24102;964477,87"
"""500430 IGUATEMI"";24641;4177840,41"
"""500440 INOCENCIA"";7195;544586,80"
"""500450 ITAPORA"";32947;1614755,86"
"""500460 ITAQUIRAI"";38539;1382308,39"
"""500470 IVINHEMA"";125091;4590713,93"
"""500500 JARDIM"";66928;5021224,27"
"""500510 JATEI"";2124;114262,10"
"""500515 JUTI"";22547;597249,80"
"""500525 LAGUNA CARAPA"";8231;252564,00"
"""500540 MARACAJU"";213810;8707452,46"
"""500560 MIRANDA"";55421;2889315,30"
"""500568 MUNDO NOVO"";31041;2171823,86"
"""500570 NAVIRAI"";285755;14635522,02"
"""500580 NIOAQUE"";10456;270665,16"
"""500600 NOVA ALVORADA DO SUL"";36918;1830896,27"
"""500620 NOVA ANDRADINA"";616155;18978987,96"
"""500625 NOVO HORIZONTE DO SUL"";8172;395128,58"
"""500630 PARANAIBA"";466269;23524725,49"
"""500635 PARANHOS"";34090;1845348,49"
"""500640 PEDRO GOMES"";7509;257748,17"
"""500660 PONTA PORA"";925601;52778993,06"
"""500690 PORTO MURTINHO"";24695;1399727,59"
"""500710 RIBAS DO RIO PARDO"";17466;974238,78"
"""500720 RIO BRILHANTE"";173892;6338275,19"
"""500730 RIO NEGRO"";9520;521276,08"
"""500740 RIO VERDE DE MATO GROSSO"";6638;1529822,96"
"""500750 ROCHEDO"";24;7259,43"
"""500755 SANTA RITA DO PARDO"";6670;550620,06"
"""500769 SAO GABRIEL DO OESTE"";38748;6196553,15"
"""500770 SETE QUEDAS"";9434;674179,88"
"""500790 SIDROLANDIA"";75926;4088436,80"
"""500793 SONORA"";20303;1570986,47"
"""500795 TACURU"";20829;898528,80"
"""500797 TAQUARUSSU"";9510;287782,32"
"""500830 TRES LAGOAS"";1883012;70460276,41"
"""500840 VICENTINA"";10900;461618,42"
"""510020 AGUA BOA"";628251;27042278,82"
"""510025 ALTA FLORESTA"";774441;25172706,82"
"""510030 ALTO ARAGUAIA"";44267;1414483,32"
"""510060 ALTO TAQUARI"";14599;909758,80"
"""510080 APIACAS"";11419;1107149,60"
"""510125 ARAPUTANGA"";1488;339431,81"
"""510130 ARENAPOLIS"";192876;3148103,58"
"""510140 ARIPUANA"";45200;2426962,25"
"""510170 BARRA DO BUGRES"";17028;2144532,67"
"""510180 BARRA DO GARCAS"";951413;26529895,49"
"""510190 BRASNORTE"";113556;3098335,15"
"""510250 CACERES"";2019728;67773221,77"
"""510260 CAMPINAPOLIS"";15450;1478171,18"
"""510263 CAMPO NOVO DO PARECIS"";242985;6731345,71"
"""510267 CAMPO VERDE"";490332;12742195,16"
"""510268 CAMPOS DE JULIO"";11593;971540,48"
"""510270 CANARANA"";8634;2942126,92"
"""510305 CLAUDIA"";34746;1144188,74"
"""510310 COCALINHO"";8629;588319,55"
"""510320 COLIDER"";622318;21750867,07"
"""510325 COLNIZA"";27688;3145851,37"
"""510330 COMODORO"";29657;3485791,09"
"""510335 CONFRESA"";203887;11785277,64"
"""510337 COTRIGUACU"";23527;1129284,11"
"""510340 CUIABA"";8660432;559079484,89"
"""510350 DIAMANTINO"";84113;4514939,82"
"""510360 DOM AQUINO"";5217;953729,34"
"""510385 GAUCHA DO NORTE"";989;270840,30"
"""510390 GENERAL CARNEIRO"";10828;464335,20"
"""510410 GUARANTA DO NORTE"";148085;6268499,38"
"""510420 GUIRATINGA"";11219;860427,02"
"""510460 ITIQUIRA"";18800;920689,39"
"""510480 JACIARA"";223402;4858344,28"
"""510500 JAURU"";8906;298042,61"
"""510510 JUARA"";411498;6532551,90"
"""510515 JUINA"";284524;16177190,96"
"""510517 JURUENA"";13468;1362431,67"
"""510520 JUSCIMEIRA"";106281;1291258,46"
"""510525 LUCAS DO RIO VERDE"";346981;19015858,85"
"""510550 VILA BELA DA SANTISSIMA TRINDADE"";33511;3136246,87"
"""510558 MARCELANDIA"";26025;1540116,62"
"""510560 MATUPA"";84435;2641866,83"
"""510562 MIRASSOL D'OESTE"";68785;3178225,93"
"""510590 NOBRES"";70119;3311169,21"
"""510610 NOSSA SENHORA DO LIVRAMENTO"";944;302058,91"
"""510622 NOVA MUTUM"";566254;41920750,15"
"""510623 NOVA OLIMPIA"";33148;2059384,18"
"""510625 NOVA XAVANTINA"";97808;5546512,48"
"""510627 NOVO HORIZONTE DO NORTE"";7238;399682,76"
"""510628 NOVO SAO JOAQUIM"";17538;2254071,75"
"""510629 PARANAITA"";39943;4241340,58"
"""510630 PARANATINGA"";80009;3483913,51"
"""510637 PEDRA PRETA"";22135;968760,79"
"""510642 PEIXOTO DE AZEVEDO"";220249;10920997,01"
"""510650 POCONE"";45294;4152314,09"
"""510670 PONTE BRANCA"";3125;221345,80"
"""510675 PONTES E LACERDA"";206534;12032074,78"
"""510680 PORTO DOS GAUCHOS"";50968;1177476,08"
"""510700 POXOREO"";74669;3951845,85"
"""510704 PRIMAVERA DO LESTE"";483631;37961531,05"
"""510706 QUERENCIA"";96927;7744424,92"
"""510718 RIBEIRAO CASCALHEIRA"";12045;737541,73"
"""510719 RIBEIRAOZINHO"";2978;111342,41"
"""510720 RIO BRANCO"";498;225686,65"
"""510730 SAO JOSE DO RIO CLARO"";77243;2040318,94"
"""510760 RONDONOPOLIS"";3232138;259709962,82"
"""510770 ROSARIO OESTE"";49566;2317254,80"
"""510775 SALTO DO CEU"";3304;194344,43"
"""510777 SANTA TEREZINHA"";16372;908993,08"
"""510785 SAO FELIX DO ARAGUAIA"";115657;3917538,70"
"""510787 SAPEZAL"";74606;4029971,91"
"""510790 SINOP"";1602143;73978183,49"
"""510792 SORRISO"";1276086;43860304,86"
"""510794 TABAPORA"";20417;831653,24"
"""510795 TANGARA DA SERRA"";405223;20287706,53"
"""510800 TAPURAH"";15027;536275,30"
"""510805 TERRA NOVA DO NORTE"";42571;1166631,39"
"""510810 TESOURO"";7289;166736,04"
"""510820 TORIXOREU"";5604;977557,94"
"""510840 VARZEA GRANDE"";5966908;170565605,07"
"""510860 VILA RICA"";45216;2380887,85"
"""520013 ACREUNA"";15415;757246,84"
"""520025 AGUAS LINDAS DE GOIAS"";352329;5183002,21"
"""520030 ALEXANIA"";30823;3134993,27"
"""520050 ALOANDIA"";95;52289,87"
"""520060 ALTO PARAISO DE GOIAS"";5732;461263,37"
"""520080 ALVORADA DO NORTE"";43221;1850163,49"
"""520085 AMERICANO DO BRASIL"";1854;881437,25"
"""520090 AMORINOPOLIS"";8173;361084,33"
"""520110 ANAPOLIS"";5246951;238370033,55"
"""520130 ANICUNS"";2318;1170110,20"
"""520140 APARECIDA DE GOIANIA"";5517745;304142992,44"
"""520150 APORE"";510;150078,15"
"""520160 ARACU"";6426;313479,71"
"""520170 ARAGARCAS"";26222;1402847,12"
"""520180 ARAGOIANIA"";477;37676,63"
"""520215 ARAGUAPAZ"";5596;255209,17"
"""520235 ARENOPOLIS"";4011;248571,34"
"""520250 ARUANA"";12270;1016383,26"
"""520280 AVELINOPOLIS"";140;57639,60"
"""520320 BARRO ALTO"";12277;974564,74"
"""520330 BELA VISTA DE GOIAS"";45376;3375166,58"
"""520340 BOM JARDIM DE GOIAS"";1818;587104,54"
"""520350 BOM JESUS DE GOIAS"";178711;3528746,00"
"""520380 BRITANIA"";1935;707274,15"
"""520390 BURITI ALEGRE"";29515;740107,94"
"""520393 BURITI DE GOIAS"";224;82645,98"
"""520400 CABECEIRAS"";2326;138945,75"
"""520410 CACHOEIRA ALTA"";33292;1592116,21"
"""520425 CACHOEIRA DOURADA"";1213;321631,31"
"""520430 CACU"";15373;1331342,26"
"""520440 CAIAPONIA"";72961;3566636,93"
"""520450 CALDAS NOVAS"";75761;12901861,73"
"""520465 CAMPINACU"";14560;564583,17"
"""520470 CAMPINORTE"";6049;556209,61"
"""520480 CAMPO ALEGRE DE GOIAS"";894;47131,43"
"""520490 CAMPOS BELOS"";16260;1444527,77"
"""520500 CARMO DO RIO VERDE"";917;206605,76"
"""520505 CASTELANDIA"";234;65332,50"
"""520510 CATALAO"";895263;74812397,87"
"""520520 CATURAI"";2453;319972,48"
"""520530 CAVALCANTE"";2285;228197,61"
"""520540 CERES"";562586;41480909,73"
"""520545 CEZARINA"";1459;534452,03"
"""520547 CHAPADAO DO CEU"";50370;2056692,58"
"""520549 CIDADE OCIDENTAL"";699;1197502,17"
"""520551 COCALZINHO DE GOIAS"";2576;623717,24"
"""520552 COLINAS DO SUL"";553;106584,85"
"""520570 CORREGO DO OURO"";347;85111,08"
"""520580 CORUMBA DE GOIAS"";828;264273,14"
"""520590 CORUMBAIBA"";21602;967286,28"
"""520620 CRISTALINA"";61811;3570858,54"
"""520630 CRISTIANOPOLIS"";434;177045,62"
"""520640 CRIXAS"";19174;1672805,57"
"""520650 CROMINIA"";6262;221628,89"
"""520660 CUMARI"";2298;96374,50"
"""520670 DAMIANOPOLIS"";8755;386284,22"
"""520680 DAMOLANDIA"";822;212481,21"
"""520710 DIORAMA"";8811;419399,67"
"""520725 DOVERLANDIA"";3601;152206,16"
"""520735 EDEALINA"";64;26565,70"
"""520740 EDEIA"";8283;1305173,33"
"""520750 ESTRELA DO NORTE"";1695;157416,72"
"""520753 FAINA"";1131;94383,00"
"""520760 FAZENDA NOVA"";7167;396787,20"
"""520780 FIRMINOPOLIS"";10911;972569,03"
"""520800 FORMOSA"";776345;32802894,13"
"""520810 FORMOSO"";5411;623382,54"
"""520830 DIVINOPOLIS DE GOIAS"";7803;445098,64"
"""520840 GOIANAPOLIS"";985;263955,22"
"""520850 GOIANDIRA"";1334;64048,71"
"""520860 GOIANESIA"";178985;10330260,48"
"""520870 GOIANIA"";35987620;1893074906,48"
"""520880 GOIANIRA"";28165;6617525,42"
"""520890 GOIAS"";239463;18025920,18"
"""520910 GOIATUBA"";150356;4283156,26"
"""520929 GUARAITA"";98;42725,21"
"""520960 HEITORAI"";2256;668455,51"
"""520970 HIDROLANDIA"";74717;2638557,20"
"""520980 HIDROLINA"";1587;292004,34"
"""520990 IACIARA"";41811;1502440,46"
"""520993 INACIOLANDIA"";3976;238858,15"
"""520995 INDIARA"";17141;4389794,08"
"""521000 INHUMAS"";517692;5807932,94"
"""521010 IPAMERI"";3913;715161,43"
"""521020 IPORA"";57912;3193755,28"
"""521040 ITABERAI"";9491;2675528,63"
"""521060 ITAGUARU"";1339;322597,15"
"""521080 ITAJA"";16086;577513,41"
"""521090 ITAPACI"";64887;2683084,78"
"""521100 ITAPIRAPUA"";5337;500922,64"
"""521120 ITAPURANGA"";26555;4568694,14"
"""521130 ITARUMA"";2815;839976,90"
"""521140 ITAUCU"";22105;869954,09"
"""521150 ITUMBIARA"";2214782;72053855,99"
"""521160 IVOLANDIA"";1357;111984,58"
"""521170 JANDAIA"";960;188819,65"
"""521180 JARAGUA"";740606;11368132,55"
"""521190 JATAI"";338701;24197716,58"
"""521200 JAUPACI"";4801;419871,20"
"""521210 JOVIANIA"";1233;586917,27"
"""521220 JUSSARA"";35183;2235080,49"
"""521250 LUZIANIA"";1267435;43657031,67"
"""521260 MAIRIPOTABA"";1783;183049,44"
"""521270 MAMBAI"";10780;526454,26"
"""521280 MARA ROSA"";5241;794216,78"
"""521290 MARZAGAO"";2868;94130,95"
"""521295 MATRINCHA"";995;296431,10"
"""521300 MAURILANDIA"";5389;634906,14"
"""521308 MINACU"";60500;4265777,93"
"""521310 MINEIROS"";552817;27375096,75"
"""521350 MONTE ALEGRE DE GOIAS"";2230;248277,02"
"""521370 MONTES CLAROS DE GOIAS"";5702;313890,17"
"""521375 MONTIVIDIU"";2275;622322,05"
"""521380 MORRINHOS"";156060;15740888,21"
"""521385 MORRO AGUDO DE GOIAS"";1282;164514,13"
"""521390 MOSSAMEDES"";458;75944,35"
"""521400 MOZARLANDIA"";35978;1954022,00"
"""521405 MUNDO NOVO"";26149;1292995,31"
"""521410 MUTUNOPOLIS"";1869;533706,18"
"""521450 NEROPOLIS"";1063000;67392822,76"
"""521460 NIQUELANDIA"";82518;4761030,38"
"""521483 NOVA CRIXAS"";3239;1179619,69"
"""521520 NOVO BRASIL"";2807;235234,80"
"""521530 ORIZONA"";26641;1833351,47"
"""521550 OUVIDOR"";10856;200659,22"
"""521560 PADRE BERNARDO"";2844;809542,19"
"""521565 PALESTINA DE GOIAS"";6728;404500,66"
"""521570 PALMEIRAS DE GOIAS"";1759;277432,41"
"""521580 PALMELO"";5227;255981,63"
"""521590 PALMINOPOLIS"";567;206674,69"
"""521630 PARANAIGUARA"";46021;1975503,75"
"""521640 PARAUNA"";2610;979618,07"
"""521680 PETROLINA DE GOIAS"";3294;1891897,67"
"""521710 PIRACANJUBA"";71179;2851114,31"
"""521720 PIRANHAS"";20549;1151679,10"
"""521730 PIRENOPOLIS"";404375;6316475,80"
"""521740 PIRES DO RIO"";51106;2917593,98"
"""521760 PLANALTINA"";244640;7716522,44"
"""521770 PONTALINA"";18707;2430668,51"
"""521800 PORANGATU"";157945;9229575,95"
"""521805 PORTEIRAO"";3151;150611,00"
"""521810 PORTELANDIA"";4003;233696,76"
"""521830 POSSE"";231472;5316640,88"
"""521850 QUIRINOPOLIS"";496441;11702925,91"
"""521860 RIALMA"";33993;1148424,90"
"""521878 RIO QUENTE"";3039;107063,54"
"""521880 RIO VERDE"";3350373;97224863,67"
"""521890 RUBIATABA"";77445;1627225,69"
"""521900 SANCLERLANDIA"";1050;331986,02"
"""521910 SANTA BARBARA DE GOIAS"";297;64472,74"
"""521920 SANTA CRUZ DE GOIAS"";2309;159113,42"
"""521925 SANTA FE DE GOIAS"";1624;331347,26"
"""521930 SANTA HELENA DE GOIAS"";1379374;46875566,85"
"""521950 SANTA ROSA DE GOIAS"";2674;227151,56"
"""521960 SANTA TEREZA DE GOIAS"";4529;287311,08"
"""521970 SANTA TEREZINHA DE GOIAS"";6918;395602,16"
"""521973 SANTO ANTONIO DE GOIAS"";1706;308546,62"
"""521975 SANTO ANTONIO DO DESCOBERTO"";37930;928312,42"
"""521980 SAO DOMINGOS"";15024;666272,02"
"""522000 SAO JOAO D'ALIANCA"";1152;120266,60"
"""522010 SAO LUIS DE MONTES BELOS"";365056;21052131,87"
"""522015 SAO LUIZ DO NORTE"";1497;369177,73"
"""522020 SAO MIGUEL DO ARAGUAIA"";36519;3456328,38"
"""522026 SAO MIGUEL DO PASSA QUATRO"";2366;166979,98"
"""522040 SAO SIMAO"";118750;3680105,74"
"""522045 SENADOR CANEDO"";183349;15713877,03"
"""522050 SERRANOPOLIS"";4699;231534,55"
"""522060 SILVANIA"";52985;3546618,68"
"""522068 SIMOLANDIA"";8556;378919,28"
"""522100 TAQUARAL DE GOIAS"";10603;182454,20"
"""522140 TRINDADE"";1577913;64663503,89"
"""522145 TROMBAS"";695;139745,44"
"""522150 TURVANIA"";1890;445144,25"
"""522155 TURVELANDIA"";10798;276916,18"
"""522160 URUACU"";1957476;71899815,49"
"""522170 URUANA"";1253;429058,21"
"""522185 VALPARAISO DE GOIAS"";172471;4016352,21"
"""522200 VIANOPOLIS"";15967;1464544,35"
"""522205 VICENTINOPOLIS"";6095;833518,61"
"""530010 BRASILIA"";75545652;1930809614,15"
"""Total"";2441468913;118769790512,75"
&
